id,form,type,translation_lexeme,analysis,translation,mw_lexeme
2473.1,sadA,stem,ever,MW.sadA.230741,O my ever[RV] Benevolent[RV] annointer[√अञ्ज् शतृ][SR: śiva bhiṣak],"सदा ind. always, ever, every time, continually, perpetually , RV. &c. &c."
2473.1,Anava,word,annointer,MW.Anava.24487 Voc.M.S,O my ever[RV] Benevolent[RV] annointer[√अञ्ज् शतृ][SR: śiva bhiṣak],"to men, RV"
2473.1,mama,word,My[MW:asmad Gen.Sg.],PRON.asmad Gen.M.S,O my ever[RV] Benevolent[RV] annointer[√अञ्ज् शतृ][SR: śiva bhiṣak],
2473.1,aYjan,word,annointer,DHATU.anjU~. KRT.Satf Voc.M.S,O my ever[RV] Benevolent[RV] annointer[√अञ्ज् शतृ][SR: śiva bhiṣak],
2475.1,stamam,word,agitated,DHATU.zwama~. KRT.GaY Acc.M.S,The agitated[√स्तम् घञ्] storm[RV],
2475.1,maTram,word,agitated,MW.maTra.155217 Acc.M.S,The agitated[√स्तम् घञ्] storm[RV],"maTra/ mfn. shaken, agitated, whirling, RV. ."
2478.1,ramA,stem,Splendorous,MW.ramA.175092,O Splendorous[Chāṇ] powerful[RV] Resounding[√मञ्ज्] one,रमा f. See s.v.
2478.1,ama,stem,powerful,MW.ama.13749,O Splendorous[Chāṇ] powerful[RV] Resounding[√मञ्ज्] one,"1. अम m. impetuosity, violence, strength, power, RV."
2478.1,maYjana,word,roarer,DHATU.maYja~.10 KRT.lyuw Voc.M.S,O Splendorous[Chāṇ] powerful[RV] Resounding[√मञ्ज्] one,
2480.1,aMSa,stem,portion,MW.aMSa.10,O giver[दा MBh] of the best[RV] Soma portion[RV],"अंश m. , a share, portion, part, party"
2480.1,tama,stem,"the point of the foot, L.",MW.tama.82872,O giver[दा MBh] of the best[RV] Soma portion[RV],"the point of the foot, L."
2480.1,dAH,word,giver,MW.dA.91213 Voc.M.P,O giver[दा MBh] of the best[RV] Soma portion[RV],"2. दा m. a giver, RV. v, 41, 1 , vi, 16, 26"
2481.1,aSma,stem,"1. aSma ifc. for 2. a/Sman, a stone, Pāṇ. v, 4, 94.",MW.aSma,O giver[RV] of thunderbolt[RV] (Shiva/Indra),
2481.1,dattra,word,"दत्त्र n.  gift, RV. iii, 36, 9",MW.dattra.89869 Voc.M.S,O giver[RV] of thunderbolt[RV] (Shiva/Indra),"दत्त्र n.  gift, RV. iii, 36, 9"
2482.1,naH,word,our,INDC.nas.104827,O our[RV] bulwark[MBh],
2482.1,vapra,word,O,MW.vapra.186375 Voc.M.S,O our[RV] bulwark[MBh],"वप्र m. n. a rampart, earthwork, mound, hillock, mud wall, earth or bank raised as a wall or buttress or as the foundation of a building, MBh."
2484.1,mama,word,My[MW:asmad Gen.Sg.],PRON.asmad Gen.M.S,My[RV] life-giver (breath maker)[√अन् णिचि वुन्],
2484.1,Anaka,word,life-giver,MW.Anaka.24326 Voc.M.S,My[RV] life-giver (breath maker)[√अन् णिचि वुन्],"to which the thunder is ascribed, L"
2485.1,raRa,stem,mind,MW.raRa.174198,O one with the joyful[RV] mind[R cf वि-मन],"2. रण m.  sound, noise, L."
2485.1,mana,word,mind,MW.mana.156712 Voc.M.S,O one with the joyful[RV] mind[R cf वि-मन],"1. मन m. Indian spikenard, Nardostachys Jatamansi, L."
2486.1,Ahana,word,O striker,DHATU.A-han. KRT.ac Voc.M.S,O Agni[MBh] born from the Destroyer[RV](from Rudra's 3rd eye),
2486.1,ja,word,Agni,MW.ja.76157 Voc.M.S,O Agni[MBh] born from the Destroyer[RV](from Rudra's 3rd eye),"born or produced , Mn. x, 25"
2486.1,dahana,word,Agni,MW.dahana.91170 Voc.M.S,O Agni[MBh] born from the Destroyer[RV](from Rudra's 3rd eye),"दहन m. fire , Agni, Kauś."
2488.2,aYjAna,word,annoints,DHATU.anjU~. KRT.cAnaS Voc.M.S,O one who annoints[√अञ्ज् चानश् ; SR: bhiṣak],
2490.1,fdDa,stem,increase,MW.fdDa.38931,The Oblation[Hariv] to increase[Kum] power[RV],"fdDa mfn. increased, thriving, prosperous, abundant, wealthy, Kum."
2490.1,vaSam,word,power,MW.vaSa.188396 Acc.M.S,The Oblation[Hariv] to increase[Kum] power[RV],"authority, power, control, dominion , ib."
2490.1,mAKam,word,Oblation,MW.mAKa.161941 Acc.M.S,The Oblation[Hariv] to increase[Kum] power[RV],"माख  n.  any relationship based upon an oblation offered in common, Hariv. ."
2493.1,damana,stem,Subduing,MW.damana.90271,O Subduing[MBh] protector[√पा शतृ],"दमन mfn. ifc. taming, subduing, overpowering, MBh. viii"
2493.1,pAn,word,protector,DHATU.pA. KRT.Satf Voc.M.S,O Subduing[MBh] protector[√पा शतृ],
2495.1,maha,stem,great,MW.maha.159155,The great[RV] Annointer[Name:√अञ्ज्][SR: bhiṣak],"1. maha/ mfn. great, mighty, strong, abundant, RV."
2495.1,aYjakam,word,Annointer,MW.aYjaka.2268 Acc.M.S,The great[RV] Annointer[Name:√अञ्ज्][SR: bhiṣak],"अञ्जक m. N. of a son of Vipracitti, VP."
2499.1,Ahana,word,O striker,DHATU.A-han. KRT.ac Voc.M.S,O striker[RV 1.052.15; Sri Rudram: vadha],
2507.1,harzaRam,word,Delightful,MW.harzaRa.261733 Acc.M.S,The Delightful[MBh] uplifter[RV उद्-√धन् अच्],"the act of delighting, delight, joy, happiness, MBh."
2507.1,udDAnam,word,The,MW.udDAna.33130 Acc.M.S,The Delightful[MBh] uplifter[RV उद्-√धन् अच्],"corpulent, inflated, L."
2512.1,dahana,word,O,MW.dahana.91168 Voc.M.S,O Destroyer[BhP],"दहन mfn. burning, consuming by fire, scorching, destroying , Hariv."
2513.1,tana,stem,O,MW.tana.82251,O Roaring[√तन् अच्] destroyer[MBh],"तन n. offspring, posterity, i, 39, 7"
2513.1,Samana,word,Roaring,MW.Samana.212955 Voc.M.S,O Roaring[√तन् अच्] destroyer[MBh],"शमन mfn. calming, tranquillizing, soothing, allaying, extinguishing, destroying, KātyŚr."
2516.1,damana,stem,O,MW.damana.90271,O consuming[जम् शतृँ] Subduer[MBh],"दमन mfn. ifc. taming, subduing, overpowering, MBh. viii"
2516.1,jaman,word,Subduer,DHATU.jam. KRT.Satf Voc.M.S,O consuming[जम् शतृँ] Subduer[MBh],
2517.1,anDEH,word,अन्ध mfn. blind,MW.anDa.8412 Ins.M.P,by Soma (I sacrifice to Rudra)[RV 1.122.1],अन्ध mfn. blind
2521.1,aYja,stem,annointing,DHATU.anjU~.Rudhadi KRT.ac Voc.M.S,O annointing[√अञ्ज्] Roaring[√तन्] destroyer[√जष्],
2521.1,tAna,word,annointing,MW.tAna.83833 Voc.M.S,O annointing[√अञ्ज्] Roaring[√तन्] destroyer[√जष्],
2521.1,jaza,word,"जष m. N. of an aquatic animal , AV. xi, 2, 25",MW.jaza.78361 Voc.M.S,O annointing[√अञ्ज्] Roaring[√तन्] destroyer[√जष्],"जष m. N. of an aquatic animal , AV. xi, 2, 25"
2523.1,SAmam,stem,शामम् See √ 1. शम्.,MW.SAmam.215569,O healing[MW] annointing[√अञ्ज् अच्] bearer[RV],शामम् See √ 1. शम्.
2523.1,aYja,stem,annointing,DHATU.anjU~. KRT.ac Voc.M.S,O healing[MW] annointing[√अञ्ज् अच्] bearer[RV],
2523.1,Bara,word,O,MW.Bara.148665 Voc.M.S,O healing[MW] annointing[√अञ्ज् अच्] bearer[RV],"भर mfn.  bearing, carrying, bringing"
2524.1,tana,stem,"तन n. offspring, posterity, i, 39, 7",MW.tana.82251,For the Roaring[√तन् अच्] meditating one[√मन् अच्],"तन n. offspring, posterity, i, 39, 7"
2524.1,manAya,word,one,DHATU.man. KRT.ac Dat.M.S,For the Roaring[√तन् अच्] meditating one[√मन् अच्],
2527.1,caRAya,word,destroyer,DHATU.caR. KRT.ac Dat.M.S,For the destroyer[√चण् अच्][dms],
2528.1,rava,word,Roaring,DHATU.ru. KRT.ac Voc.M.S,O Roaring[√रु अच्] Seizer[MBh],
2528.1,hara,word,Seizer,MW.hara.260678 Voc.M.S,O Roaring[√रु अच्] Seizer[MBh],"हर m. ‘Seizer’, ‘Destroyer’, N. of Śiva, ĀśvGṛ."
2531.1,kam,word,in,MW.kam.43756.1 Nom.M.S,Excellent[TS] in battle[RV],
2531.1,raRe,word,battle,MW.raRa.174077 Loc.M.S,Excellent[TS] in battle[RV],"रण n. battle , war, combat, fight, conflict, RV."
2532.1,tasa,stem,Given,DHATU.tasu~.Divadi KRT.ac Voc.M.S,Given[Mbh] by the thrower[√तस् अच्] (of the thunderbolt),
2532.1,da,word,of,MW.da.89220 Voc.M.S,Given[Mbh] by the thrower[√तस् अच्] (of the thunderbolt),"द m. n. a gift, L."
2533.1,janana,stem,creator,MW.janana.76891,O self-illumined[√मज्ज्] roaring[√कल् अच्] creator[RV],"जनन m. a progenitor, creator, RV. ii, 40, 1"
2533.1,sva,stem,self-illumined,MW.sva.257774,O self-illumined[√मज्ज्] roaring[√कल् अच्] creator[RV],"स्व m. one's self, the Ego, the human soul, W."
2533.1,maYja,stem,roarer,DHATU.maYja~. KRT.ac Voc.M.S,O self-illumined[√मज्ज्] roaring[√कल् अच्] creator[RV],
2533.1,kala,word,roaring,MW.kala.45603 Voc.M.S,O self-illumined[√मज्ज्] roaring[√कल् अच्] creator[RV],"low, soft , emitting a soft tone, melodious , R."
2534.1,kam,word,The,MW.kam.43756.1 Nom.M.S,The Excellent[RV] powerful[RV] stormy one[RV][SR: reṣmiya],
2534.1,ama,stem,powerful,MW.ama.13749,The Excellent[RV] powerful[RV] stormy one[RV][SR: reṣmiya],"1. अम m. impetuosity, violence, strength, power, RV."
2534.1,maTram,word,"maTra/ mfn. shaken, agitated, whirling, RV. .",MW.maTra.155217 Acc.M.S,The Excellent[RV] powerful[RV] stormy one[RV][SR: reṣmiya],"maTra/ mfn. shaken, agitated, whirling, RV. ."
2535.1,han,stem,killer's,MW.han.260418,O killer's[RV] door[Mcar],"2. हन् mfn. killing, a killer, slayer"
2535.1,arara,word,door,MW.arara.15188 Voc.M.S,O killer's[RV] door[Mcar],"अरर n. a covering, a sheath, L.,"
2536.1,rava,word,roarer,MW.rava.175305 Voc.M.S,O roarer[रु अच्] Do not[RV] bring[AV] destruction[Pāṇ],"रव m.  a roar, yell, cry, howl , RV. &c. &c."
2536.1,mA,word,Do not,INDC.mA.161686.05,O roarer[रु अच्] Do not[RV] bring[AV] destruction[Pāṇ],
2536.1,Anta,stem,{{Lbody=13766}},MW.Anta.13766.1,O roarer[रु अच्] Do not[RV] bring[AV] destruction[Pāṇ],{{Lbody=13766}}
2536.1,draH,word,"dra/ m. , AV. xi, 7, 3 .",MW.dra.97518 Nom.M.S,O roarer[रु अच्] Do not[RV] bring[AV] destruction[Pāṇ],"dra/ m. , AV. xi, 7, 3 ."
2538.1,analAH,word,fires,MW.anala.5253 Nom.M.P,The three fires of Rudra[Trikāgni],"the god of fire, digestive power, gastric juice"
2539.1,sAta,stem,wealth,MW.sAta.240854,"O bringer[R] of wealth[RV], O mighty[RV] quick[RV] weapon[ŚBr]","सात n. a gift, wealth, riches, ib."
2539.1,Avaha,word,mighty,MW.Avaha.27053 Voc.M.S,"O bringer[R] of wealth[RV], O mighty[RV] quick[RV] weapon[ŚBr]","आ-वह m. N. of one of the seven winds or bands of air , Hariv."
2539.1,ama,stem,mighty,MW.ama.13749,"O bringer[R] of wealth[RV], O mighty[RV] quick[RV] weapon[ŚBr]","1. अम m. impetuosity, violence, strength, power, RV."
2539.1,aYjas,stem,bringer,MW.aYjas.2300,"O bringer[R] of wealth[RV], O mighty[RV] quick[RV] weapon[ŚBr]","N. of a Sāman, ĀrṣBr."
2539.1,Sastra,word,mighty,MW.Sastra.214541 Voc.M.S,"O bringer[R] of wealth[RV], O mighty[RV] quick[RV] weapon[ŚBr]","2. Sa/stra m.  a sword, L."
2540.1,kad,word,best,MW.kad.42779 Nom.M.S,He who[RV] is the best[RV] among concealers[√ह्नु],"to be confused, suffer mentally"
2540.1,hnavam,word,hnava m.,MW.hnava.264644 Acc.M.S,He who[RV] is the best[RV] among concealers[√ह्नु],hnava m.
2540.1,varam,word,concealers,MW.varam.186779.16 Nom.M.S,He who[RV] is the best[RV] among concealers[√ह्नु],
2541.1,dAlana,word,decay,MW.dAlana.91822 Voc.M.S,decay[Suśr][Alt: dhāraṇa 'O bearer'],"दालन n.  decay , Suśr."
2542.1,rava,stem,Roaring,DHATU.ru. KRT.ac Voc.M.S,O Roaring[√रु अच्] wave/flood[RV][SR: arṇava],
2542.1,arRa,word,Roaring,MW.arRa.15794 Voc.M.S,O Roaring[√रु अच्] wave/flood[RV][SR: arṇava],"a/rRa m. a letter, syllable, RāmatUp. N. of a metre"
2543.1,rava,stem,Roaring,DHATU.ru. KRT.ac Voc.M.S,O Roaring[√रु अच्] destroyer[Gaut],
2543.1,hAna,word,killer,MW.hAna.262517 Voc.M.S,O Roaring[√रु अच्] destroyer[Gaut],"want, lack, Kap."
2544.1,upya,stem,"to be scattered or sown, KātyŚr",MW.upya.186303,O rain[KātyŚr] giver[śis][SR: varṣaḥ],"to be scattered or sown, KātyŚr"
2544.1,ra,word,rain,MW.ra.173008 Voc.M.S,O rain[KātyŚr] giver[śis][SR: varṣaḥ],1. ra the 2nd semivowel .
2545.1,A,stem,praised,MW.A.22011,O fully praised[RV] Seizer[MBh],"2. A ind. a particle of reminiscence, Pāṇ. i, 1, 14"
2545.1,stava,stem,praised,MW.stava.254581,O fully praised[RV] Seizer[MBh],"stava , stavaka &c. See p. 1259, col. 1."
2545.1,hara,word,Seizer,MW.hara.260678 Voc.M.S,O fully praised[RV] Seizer[MBh],"हर m. ‘Seizer’, ‘Destroyer’, N. of Śiva, ĀśvGṛ."
2546.1,jAnam,word,origin,MW.jAna Acc.M.S,The origin[RV; SR: bhava],
2548.1,udaSru,stem,one,MW.udaSru.32429,O tear-shedding[BhP] unsurpassed one[RV],"ud-aSru mfn. one whose tears gush forth, shedding tears, weeping, Ragh."
2548.1,apara,word,O,MW.apara.9411 Voc.M.S,O tear-shedding[BhP] unsurpassed one[RV],following
2549.1,rava,stem,"रव m.  a roar, yell, cry, howl , RV. &c. &c.",MW.rava.175305,In the Roarer's[√रु अच्] might[RV] indeed[च Hit],"रव m.  a roar, yell, cry, howl , RV. &c. &c."
2549.1,Sakmane,word,might,MW.Sakman.211036 Dat.M.S,In the Roarer's[√रु अच्] might[RV] indeed[च Hit],"शक्मन् m. N. of Indra, L."
2549.1,ca,word,And,INDC.ca.70283,In the Roarer's[√रु अच्] might[RV] indeed[च Hit],
2551.1,dAma,stem,for,MW.dAma,"O Gift-giver[RV, MBh √मन् क्विप्], get[√सृ लोट् 2s] this cup[AV] for us, roaringly[√नद् शतृ][नः सर -> नस्सर]",
2551.1,mana,word,get,DHATU.man. KRT.ac Voc.M.S,"O Gift-giver[RV, MBh √मन् क्विप्], get[√सृ लोट् 2s] this cup[AV] for us, roaringly[√नद् शतृ][नः सर -> नस्सर]",
2551.1,kaMsam,word,cup,MW.kaMsa.41370 Acc.M.S,"O Gift-giver[RV, MBh √मन् क्विप्], get[√सृ लोट् 2s] this cup[AV] for us, roaringly[√नद् शतृ][नः सर -> नस्सर]","कंस अस्, अम्, m. n. , a vessel made of metal, drinking vessel, cup, goblet, AV. x, 10, 5"
2551.1,naH,word,for us,INDC.nas.104827,"O Gift-giver[RV, MBh √मन् क्विप्], get[√सृ लोट् 2s] this cup[AV] for us, roaringly[√नद् शतृ][नः सर -> नस्सर]",
2551.1,sara,word,roaringly,MW.sara.237438 Voc.M.S,"O Gift-giver[RV, MBh √मन् क्विप्], get[√सृ लोट् 2s] this cup[AV] for us, roaringly[√नद् शतृ][नः सर -> नस्सर]","cathartic, purgative, laxative, Suśr."
2551.1,nadan,word,sounding,DHATU.Rada~. KRT.Satf  Voc.M.S,"O Gift-giver[RV, MBh √मन् क्विप्], get[√सृ लोट् 2s] this cup[AV] for us, roaringly[√नद् शतृ][नः सर -> नस्सर]",
2552.1,tad,word,That,INDC.tad.82048,"Indeed, O swift[AV] powerful[RV] meditator[√मान् अच्]",
2552.1,java,stem,swift,MW.java.78316,"Indeed, O swift[AV] powerful[RV] meditator[√मान् अच्]","जव mfn.  swift, AV. xix, 7, 1"
2552.1,ama,stem,mighty,MW.ama.13750,"Indeed, O swift[AV] powerful[RV] meditator[√मान् अच्]","depriving of sensation, fright, terror, RV."
2552.1,mAna,word,powerful,MW.mAna.161764 Voc.M.S,"Indeed, O swift[AV] powerful[RV] meditator[√मान् अच्]","मान See p. 809, col. 3."
2553.1,vana,stem,meditates,MW.vana.185730,O one who meditates[√म्ना शतृ] as a tree[RV][SR: vṛkṣa],"वन m. N. of a son of Uśīnara, BhP."
2553.1,A,stem,a,MW.A.22011.1,O one who meditates[√म्ना शतृ] as a tree[RV][SR: vṛkṣa],"also of compassion or pain , and of assent, L."
2553.1,manan,word,meditating,DHATU.mnA. KRT.Satf Voc.M.S,O one who meditates[√म्ना शतृ] as a tree[RV][SR: vṛkṣa],
2554.1,kam,word,Excellent,MW.kam.43756.1 Nom.M.S,O excellent[śbr] Killer[RV आ-√हन् अच्],
2554.1,Ahana,word,O striker,DHATU.A-han. KRT.ac Voc.M.S,O excellent[śbr] Killer[RV आ-√हन् अच्],
2556.1,ravata,stem,Roar-bearer,MW.ravata.175329,Thus[ŚBr] the Roar-bearer[MBh MBh],"रवत m. = रव, roaring, yelling &c., ĀpŚr."
2556.1,Daran,word,Roar-bearer,DHATU.Df. KRT.Satf Nom.M.S,Thus[ŚBr] the Roar-bearer[MBh MBh],
2556.1,tad,word,thus,INDC.tad.82048,Thus[ŚBr] the Roar-bearer[MBh MBh],
2557.1,aSma,stem,powerful,MW.aSma,"O thunderbolt[RV] bearer[RV], O mighty[RV] roarer[√मज् शतृ] powerful[RV]",
2557.1,vaha,word,mighty,MW.vaha.189259 Voc.M.S,"O thunderbolt[RV] bearer[RV], O mighty[RV] roarer[√मज् शतृ] powerful[RV]",वह m. the act of bearing or conveying
2557.1,ama,stem,mighty,MW.ama.13750,"O thunderbolt[RV] bearer[RV], O mighty[RV] roarer[√मज् शतृ] powerful[RV]","depriving of sensation, fright, terror, RV."
2557.1,majan,word,roarer,DHATU.maj. KRT.Satf Nom.M.S,"O thunderbolt[RV] bearer[RV], O mighty[RV] roarer[√मज् शतृ] powerful[RV]",
2558.1,SAmam,word,"शाम mfn.  appeasing, curing, having curative properties, MW.",MW.SAma.215559 Acc.M.S,O healing[MW] seizer[हृ शतृ],"शाम mfn.  appeasing, curing, having curative properties, MW."
2558.1,A,stem,O,MW.A.22011.1,O healing[MW] seizer[हृ शतृ],"also of compassion or pain , and of assent, L."
2558.1,haran,word,Seizer,DHATU.hf. KRT.Satf Voc.M.S,O healing[MW] seizer[हृ शतृ],
2559.1,rama,stem,O,MW.rama.175086,"O calmed[MBh,RV] Roarer[आ-तन्]","रम mfn. pleasing, delighting, rejoicing"
2559.1,mana,word,O,MW.mana.156713 Voc.M.S,"O calmed[MBh,RV] Roarer[आ-तन्]","N. of a son of Śambara, Hariv. ."
2559.1,A,stem,Roarer,MW.A.22015.75,"O calmed[MBh,RV] Roarer[आ-तन्]","to the knees’, R"
2559.1,tAna,word,O,MW.tAna.83833 Voc.M.S,"O calmed[MBh,RV] Roarer[आ-तन्]",
2561.1,Anavam,word,to men,MW.Anava.24487 Acc.M.S,The shining one[√भास्] kind to men[RV],"to men, RV"
2561.1,BAsam,word,men,MW.BAsa.150601 Acc.M.S,The shining one[√भास्] kind to men[RV],"भास m. light, lustre, brightness , MBh."
2562.1,tsara,stem,completely,DHATU.tsar. KRT.ac,O disguised one [stealthy:RV clothes:RV][SR: uṣṇīṣin],
2562.1,vasman,word,1. 2. वस्मन् See pp. 932 and 933.,MW.vasman.189235 Voc.M.S,O disguised one [stealthy:RV clothes:RV][SR: uṣṇīṣin],1. 2. वस्मन् See pp. 932 and 933.
2563.1,avamam,word,The,MW.avama.17762 Acc.M.S,The dearest[RV] gift[RV],"next, intimate, RV."
2563.1,varam,word,"वरम् , ind.  preferably, rather, better , RV. &c. &c.",MW.varam.186779.16 Nom.M.S,The dearest[RV] gift[RV],
2564.1,aDa,word,indeed,INDC.aDa.3951,Indeed[RV] the mighty[√तु क्विप्] bearer[RV] of the people[RV],
2564.1,jana,stem,people,MW.jana.76739,Indeed[RV] the mighty[√तु क्विप्] bearer[RV] of the people[RV],"a common person, one of the people, Kir. ii, 42 and 47"
2564.1,vaham,word,mighty,MW.vaha.189259 Acc.M.S,Indeed[RV] the mighty[√तु क्विप्] bearer[RV] of the people[RV],वह m. the act of bearing or conveying
2564.1,tURam,word,bearer,MW.tURa. Acc.M.S,Indeed[RV] the mighty[√तु क्विप्] bearer[RV] of the people[RV],
2566.1,SatadA,stem,O,MW.SatadA.211920,O Roaring[√रु अच्] Giver of plenty[SV]! may I serve[√अम् लिट् 1s] this great[RV] sacrifice[Hariv],"शत—दा , mfn. giving or granting a h°, SV."
2566.1,rava,word,O,MW.rava.175305 Voc.M.S,O Roaring[√रु अच्] Giver of plenty[SV]! may I serve[√अम् लिट् 1s] this great[RV] sacrifice[Hariv],"रव m.  a roar, yell, cry, howl , RV. &c. &c."
2566.1,Ama,word,Roaring,MW.Ama.25397 Voc.M.S,O Roaring[√रु अच्] Giver of plenty[SV]! may I serve[√अम् लिट् 1s] this great[RV] sacrifice[Hariv],"N. of the cow , RV. iii, 30, 14, &c."
2566.1,maham,word,may,MW.maha.159156 Acc.M.S,O Roaring[√रु अच्] Giver of plenty[SV]! may I serve[√अम् लिट् 1s] this great[RV] sacrifice[Hariv],"maha/ m.  a feast, festival, MBh."
